,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1805,Dawes Point,-33.8572223,151.20677560000001,Yukis At The Quay,-33.85840899649162,151.21028716956494,Japanese Restaurant
1806,Dawes Point,-33.8572223,151.20677560000001,The Rocks Markets,-33.85920835720727,151.20843887329102,Flea Market
1807,Dawes Point,-33.8572223,151.20677560000001,Harbour Bridge Pylon Lookout,-33.85457956213469,151.20949211611202,Scenic Lookout
1808,Dawes Point,-33.8572223,151.20677560000001,Fish at the Rocks,-33.858673,151.2035,Seafood Restaurant
1809,Dawes Point,-33.8572223,151.20677560000001,Pier 2/3,-33.85500918875457,151.20721334706536,Harbor / Marina
1810,Dawes Point,-33.8572223,151.20677560000001,Dawes Point,-33.85519351489088,151.20982013185875,Scenic Lookout
1811,Dawes Point,-33.8572223,151.20677560000001,Creperie Suzette,-33.85953383341652,151.20799352330988,Café
1812,Dawes Point,-33.8572223,151.20677560000001,Pony Lounge & Dining,-33.85900041360131,151.20853457762402,Australian Restaurant
1813,Dawes Point,-33.8572223,151.20677560000001,Sticky,-33.85863,151.20842,Dessert Shop
1814,Dawes Point,-33.8572223,151.20677560000001,Rooftop Pool (Park Hyatt),-33.85587559524233,151.2093859683351,Pool
1815,Dawes Point,-33.8572223,151.20677560000001,El-Phoenician,-33.856769089315875,151.20328588913628,Lebanese Restaurant
1816,Dawes Point,-33.8572223,151.20677560000001,Palisade Hotel,-33.8579787693018,151.20226376142796,Pub
1817,Dawes Point,-33.8572223,151.20677560000001,The Squire's Landing,-33.85734618609488,151.21021864830476,Brewery
1818,Dawes Point,-33.8572223,151.20677560000001,Blu Bar On 36,-33.861066774093636,151.2063606103422,Hotel Bar
1819,Dawes Point,-33.8572223,151.20677560000001,The Australian Heritage Hotel,-33.85955822370355,151.20699564898237,Pub
1820,Dawes Point,-33.8572223,151.20677560000001,The MCA Cafe & Sculpture Terrace,-33.85951176257337,151.20922809175323,Café
1821,Dawes Point,-33.8572223,151.20677560000001,Shangri-La Hotel,-33.861141095752416,151.20646047126488,Hotel
1822,Dawes Point,-33.8572223,151.20677560000001,Pier 8 Cafe,-33.85590076096152,151.2037809986044,Coffee Shop
1823,Dawes Point,-33.8572223,151.20677560000001,Ventuno,-33.856777,151.204567,Italian Restaurant
1824,Dawes Point,-33.8572223,151.20677560000001,The Rocks Discovery Museum,-33.85877244934516,151.20857841952176,Museum
1825,Dawes Point,-33.8572223,151.20677560000001,The Langham Hotel Sydney,-33.86051701940649,151.20343739076725,Hotel
1826,Dawes Point,-33.8572223,151.20677560000001,Phillip's Foote,-33.859575936221354,151.208415189587,Australian Restaurant
1827,Dawes Point,-33.8572223,151.20677560000001,IGA X-press Walsh Bay,-33.8567095348881,151.20572873142044,Grocery Store
1828,Dawes Point,-33.8572223,151.20677560000001,Harbour Master's Steps,-33.86033231058521,151.20964938045003,Plaza
1829,Dawes Point,-33.8572223,151.20677560000001,Bitter & Twisted,-33.856977,151.203416,Café
1830,Dawes Point,-33.8572223,151.20677560000001,Harbour Rocks Hotel Sydney,-33.85973521626897,151.20809077490756,Hotel
1831,Dawes Point,-33.8572223,151.20677560000001,Mr Chow's,-33.85872705375492,151.20348682081746,Chinese Restaurant
1832,Dawes Point,-33.8572223,151.20677560000001,Zupano Espresso Bar,-33.856524646526054,151.20396915518654,Café
1833,Dawes Point,-33.8572223,151.20677560000001,Susannah Place Museum,-33.86019333327298,151.20748853730578,History Museum
1834,Dawes Point,-33.8572223,151.20677560000001,The Hero of Waterloo,-33.85764738856124,151.20598085428477,Pub
1835,Dawes Point,-33.8572223,151.20677560000001,Altitude Restaurant,-33.86101414375204,151.20641638306336,Restaurant
1836,Dawes Point,-33.8572223,151.20677560000001,The Rocks Café,-33.859637,151.20859,Café
1837,Dawes Point,-33.8572223,151.20677560000001,Four Seasons Hotel Sydney,-33.861516,151.20791,Hotel
1838,Dawes Point,-33.8572223,151.20677560000001,Henry Deane,-33.857923496779684,151.20216274772096,Lounge
1839,Dawes Point,-33.8572223,151.20677560000001,Lucy's Espresso Bar,-33.857615424364184,151.2036765849389,Café
1840,Dawes Point,-33.8572223,151.20677560000001,The Dining Room,-33.856148123401496,151.2093220156552,Australian Restaurant
1841,Dawes Point,-33.8572223,151.20677560000001,Mercantile Hotel,-33.85710043693638,151.20859055071614,Hotel
1842,Dawes Point,-33.8572223,151.20677560000001,Aslan Coffee Roasters,-33.860205,151.208126,Coffee Shop
1843,Dawes Point,-33.8572223,151.20677560000001,Quay West Suites,-33.86160072731755,151.20699318650816,Hotel
1844,Dawes Point,-33.8572223,151.20677560000001,Shangri-La Rooftop,-33.86117606273381,151.20633253241164,Scenic Lookout
1845,Dawes Point,-33.8572223,151.20677560000001,Graze MCA,-33.86013543343117,151.20941532273199,Bistro
1846,Dawes Point,-33.8572223,151.20677560000001,Sydney Harbour Tall Ships,-33.85700988491972,151.2097870164516,Museum
1847,Dawes Point,-33.8572223,151.20677560000001,Starbucks,-33.8603,151.20839,Coffee Shop
1848,Dawes Point,-33.8572223,151.20677560000001,The Lobby Lounge,-33.86110694048216,151.20648816009324,Lounge
1849,Dawes Point,-33.8572223,151.20677560000001,Fortune of War,-33.86034140434489,151.20851803271034,Pub
